vocabulary_id,concept_id,lang_code,word,article,gender,pronunciation,part_of_speech,concept_type,domain,sub_domain,micro_category,definition,frequency,image_id,example_sentence,example_sentence_pronunciation
6600,55,lt,manyti,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,turėti nuomonę ar įsitikinimą,Very high,Img_55,Aš manau kad tai yra gerai.,
6601,55,lg,okulowooza,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,okuba n'endowooza oba okukkiriza,Very high,Img_55,Ndowooza nti kirungi.,
6602,55,lb,mengen,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,eng Meenung oder Iwwerzeegung hunn,Very high,Img_55,Ech mengen datt et gutt ass.,
6603,55,mk,мисли,,,misli,verb,action,Universal Verbs,Thinking,Opinion expressions,има мислење или верување,Very high,Img_55,Јас мислам дека е добро.,Jas mislam deka e dobro.
6604,55,mad,ngira,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,andhi' pamanggih otaba kayakinan,Very high,Img_55,Sengko' ngira reya bagus.,
6605,55,mg,mieritreritra,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,manana hevitra na finoana,Very high,Img_55,Mieritreritra aho fa tsara izany.,
6606,55,ms,fikir,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,mempunyai pendapat atau kepercayaan,Very high,Img_55,Saya fikir ia bagus.,
6607,55,ml,കരുതുക,,,karutuka,verb,action,Universal Verbs,Thinking,Opinion expressions,ഒരു അഭിപ്രായമോ വിശ്വാസമോ ഉണ്ടായിരിക്കുക,Very high,Img_55,ഇത് നല്ലതാണെന്ന് ഞാൻ കരുതുന്നു.,itǔ nallatāṇennǔ ñān karutunnu.
6608,55,mt,taħseb,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,ikollok opinjoni jew twemmin,Very high,Img_55,Jien naħseb li huwa tajjeb.,
6609,55,mr,वाटणे,,,vāṭaṇē,verb,action,Universal Verbs,Thinking,Opinion expressions,मत किंवा विश्वास असणे,Very high,Img_55,मला वाटते की हे चांगले आहे.,malā vāṭatē kī hē cāṅgalē āhē.
6610,55,mi,whakaaro,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,te whai whakaaro whakapono rānei,Very high,Img_55,Ki tōku whakaaro he pai tēnei.,
6611,55,mn,бодох,,,bodokh,verb,action,Universal Verbs,Thinking,Opinion expressions,үзэл бодол эсвэл итгэл үнэмшилтэй байх,Very high,Img_55,Би үүнийг сайн гэж бодож байна.,Bi üüniig sain gej bodoj baina.
6612,55,ne,लाग्नु,,,lāgnu,verb,action,Universal Verbs,Thinking,Opinion expressions,राय वा विश्वास हुनु,Very high,Img_55,मलाई लाग्छ यो राम्रो छ।,malāī lāgcha yō rāmrō cha.
6613,55,pcm,tink,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,to get opinion or wetin person believe,Very high,Img_55,I tink say e good.,
6614,55,nb-NO,synes,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,ha en mening eller tro,Very high,Img_55,Jeg synes det er bra.,
6615,55,or,ଭାବିବା,,,bhābibā,verb,action,Universal Verbs,Thinking,Opinion expressions,ମତାମତ କିମ୍ବା ବିଶ୍ୱାସ ରଖିବା,Very high,Img_55,ମୁଁ ଭାବୁଛି ଏହା ଭଲ |,muñ bhābuchi ēhā bhôlô.
6616,55,ps,فکر کول,,,fikar kawəl,verb,action,Universal Verbs,Thinking,Opinion expressions,نظر یا باور درلودل,Very high,Img_55,زه فکر کوم چې دا ښه دی.,zə fikar kawəm čē dā x̌a day.
6617,55,fa,فکر کردن,,,fekr kardan,verb,action,Universal Verbs,Thinking,Opinion expressions,داشتن نظر یا باور,Very high,Img_55,من فکر می‌کنم آن خوب است.,man fekr mīkonam ān khūb ast.
6618,55,pl,uważać,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,mieć opinię lub przekonanie,Very high,Img_55,Uważam że to jest dobre.,
6619,55,pt-BR,achar,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,ter uma opinião ou crença,Very high,Img_55,Eu acho que é bom.,
6620,55,pt-PT,achar,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,ter uma opinião ou crença,Very high,Img_55,Eu acho que é bom.,
6621,55,pa,ਸੋਚਣਾ,,,sōcaṇā,verb,action,Universal Verbs,Thinking,Opinion expressions,ਰਾਏ ਜਾਂ ਵਿਸ਼ਵਾਸ ਹੋਣਾ,Very high,Img_55,ਮੈਂ ਸੋਚਦਾ ਹਾਂ ਕਿ ਇਹ ਚੰਗਾ ਹੈ।,maiṃ sōcadā hāṃ ki iha caṅgā hai.
6622,55,qu,yuyay,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,huk yuyayniyuq kay,Very high,Img_55,Allinmi kasqanta yuyani.,
6623,55,ro,a crede,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,a avea o opinie sau o credință,Very high,Img_55,Eu cred că este bun.,
6624,55,ru,думать,,,dumat',verb,action,Universal Verbs,Thinking,Opinion expressions,иметь мнение или убеждение,Very high,Img_55,Я думаю что это хорошо.,Ya dumayu chto eto khorosho.
6625,55,skr,سوچݨ,,,sōcaṇ,verb,action,Universal Verbs,Thinking,Opinion expressions,کوئی خیال یاں یقین ہووݨ،,Very high,Img_55,میں سوچینداں جو اے چنڳاں ہے۔,maiṃ sōcēndāṃ jō ē caṅgā̃ hai.
6626,55,sr,мислити,,,misliti,verb,action,Universal Verbs,Thinking,Opinion expressions,имати мишљење или уверење,Very high,Img_55,Ја мислим да је то добро.,Ja mislim da je to dobro.
6627,55,st,nahana,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,ho ba le maikutlo kapa tumelo,Very high,Img_55,Ke nahana hore ho hotle.,
6628,55,sn,kufunga,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,kuva nemaonero kana kutenda,Very high,Img_55,Ndinofunga kuti zvakanaka.,
6629,55,sd,سوچڻ,,,sōcaṇu,verb,action,Universal Verbs,Thinking,Opinion expressions,راءِ يا عقيدو هجڻ,Very high,Img_55,مان سوچيان ٿو ته اهو سٺو آهي.,mān sōciyān thō ta uhō suṭhō āhē.
6630,55,si,හිතනවා,,,hitanavā,verb,action,Universal Verbs,Thinking,Opinion expressions,මතයක් හෝ විශ්වාසයක් තිබීම,Very high,Img_55,මම හිතන්නේ ඒක හොඳයි කියලා.,mama hitannē ēka hoňdayi kiyalā.
6631,55,sk,myslieť si,,,,phrasal verb,action,Universal Verbs,Thinking,Opinion expressions,mať názor alebo presvedčenie,Very high,Img_55,Myslím si že je to dobré.,
6632,55,sl,misliti,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,imeti mnenje ali prepričanje,Very high,Img_55,Mislim da je to dobro.,
6633,55,so,u malayn,,,,phrasal verb,action,Universal Verbs,Thinking,Opinion expressions,in la yeesho ra'yi ama aaminaad,Very high,Img_55,Waxaan u malaynayaa inay fiican tahay.,
6634,55,es-MX,pensar,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,tener una opinión o creencia,Very high,Img_55,Yo pienso que es bueno.,
6635,55,es-ES,pensar,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,tener una opinión o creencia,Very high,Img_55,Yo pienso que es bueno.,
6636,55,su,ngira,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,boga pamadegan atawa kapercayaan,Very high,Img_55,Kuring ngira éta hadé.,
6637,55,sw,kufikiri,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,kuwa na maoni au imani,Very high,Img_55,Ninafikiri ni vizuri.,
6638,55,sv,tycka,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,ha en åsikt eller tro,Very high,Img_55,Jag tycker att det är bra.,
6639,55,tg,фикр кардан,,,fikr kardan,verb,action,Universal Verbs,Thinking,Opinion expressions,доштани фикр ё эътиқод,Very high,Img_55,Ман фикр мекунам ки ин хуб аст.,Man fikr mekunam ki in khub ast.
6640,55,ta,நினை,,,niṉai,verb,action,Universal Verbs,Thinking,Opinion expressions,ஒரு கருத்து அல்லது நம்பிக்கை கொண்டிருத்தல்,Very high,Img_55,இது நல்லது என்று நான் நினைக்கிறேன்.,itu nallatu eṉṟu nāṉ niṉaikkiṟēṉ.
6641,55,tt,уйлау,,,uylau,verb,action,Universal Verbs,Thinking,Opinion expressions,фикергә яки ышануга ия булу,Very high,Img_55,Мин моны яхшы дип уйлыйм.,Min monı yaxşı dip uylıym.
6642,55,te,అనుకోవడం,,,anukōvaḍaṃ,verb,action,Universal Verbs,Thinking,Opinion expressions,అభిప్రాయం లేదా నమ్మకం కలిగి ఉండటం,Very high,Img_55,ఇది మంచిదని నేను అనుకుంటున్నాను.,idi mañcidani nēnu anukuṇṭunnānu.
6643,55,th,คิดว่า,,,khit wa,phrasal verb,action,Universal Verbs,Thinking,Opinion expressions,มีความคิดเห็นหรือความเชื่อ,Very high,Img_55,ฉันคิดว่ามันดี,chan khit wa man di.
6644,55,ti,ምሕሳብ,,,miḥisabi,verb,action,Universal Verbs,Thinking,Opinion expressions,ሓደ ርእይቶ ወይ እምነት ምህላው,Very high,Img_55,ጽቡቕ እዩ ኢለ እሓስብ።,ts'ibuq'i iyū īle iḥasibi.
6645,55,tr,düşünmek,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,bir fikre veya inanca sahip olmak,Very high,Img_55,Ben onun iyi olduğunu düşünüyorum.,
6646,55,tk,pikir etmek,,,,phrasal verb,action,Universal Verbs,Thinking,Opinion expressions,pikiri ýa-da ynamy bolmak,Very high,Img_55,Men muny gowy diýip pikir edýärin.,
6647,55,uk,думати,,,dumat',verb,action,Universal Verbs,Thinking,Opinion expressions,мати думку або переконання,Very high,Img_55,Я думаю що це добре.,Ya dumayu shcho tse dobre.
6648,55,ur,سوچنا,,,sōchnā,verb,action,Universal Verbs,Thinking,Opinion expressions,کوئی رائے یا عقیدہ ہونا،,Very high,Img_55,میں سوچتا ہوں کہ یہ اچھا ہے۔,maiṃ sōchtā hūṃ keh yeh acchā hai.
6649,55,ug,ئويلىماق,,,oylimaq,verb,action,Universal Verbs,Thinking,Opinion expressions,پىكىر ياكى ئېتىقادقا ئىگە بولماق,Very high,Img_55,مەن ئۇنى ياخشى دەپ ئويلايمەن.,men uni yaxshi dep oylaymen.
6650,55,uz,o'ylamoq,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,fikr yoki e'tiqodga ega bo'lish,Very high,Img_55,Men buni yaxshi deb o'ylayman.,
6651,55,vi,nghĩ,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,có một ý kiến hoặc niềm tin,Very high,Img_55,Tôi nghĩ nó tốt.,
6652,55,cy,meddwl,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,cael barn neu gred,Very high,Img_55,Dw i'n meddwl ei fod o'n dda.,
6653,55,wo,foog,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,am xalaat walla ngëm-ngëm,Very high,Img_55,Dama foog ne baax na.,
6654,55,yo,rò,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,láti ní èrò tàbí ìgbàgbọ́,Very high,Img_55,Mo rò pé ó dára.,
6655,55,zu,ukucabanga,,,,verb,action,Universal Verbs,Thinking,Opinion expressions,ukuba nombono noma inkolelo,Very high,Img_55,Ngicabanga ukuthi kuhle.,
6656,56,om,yoom,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,waa'ee yeroo gaafachuuf fayyada,Very high,Img_56,Isin yoom nyaattu?,
6657,56,af,wanneer,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,word gebruik om oor tyd te vra,Very high,Img_56,Wanneer eet jy?,
6658,56,ak,berɛ bɛn,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,wɔde bisa mmrɛ ho asɛm,Very high,Img_56,Berɛ bɛn na wodidi?,
6659,56,sq,kur,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,përdoret për të pyetur për kohën,Very high,Img_56,Kur hani ju?,
6660,56,am,መቼ,,,mechē,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,ስለ ጊዜ ለመጠየቅ ይጠቅማል,Very high,Img_56,መቼ ነው የምትበላው?,mechē newi yemitibelawu
6661,56,ar,متى,,,matā,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,يستخدم للسؤال عن الوقت,Very high,Img_56,متى تأكل؟,matā ta'kulu?
6662,56,hy,երբ,,,yerb,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,օգտագործվում է ժամանակի մասին հարցնելու համար,Very high,Img_56,Ե՞րբ ես ուտում:,Ye՞rb yes utum:
6663,56,as,কেতিয়া,,,ketiya,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,সময়ৰ বিষয়ে সুধিবলৈ ব্যৱহাৰ কৰা হয়,Very high,Img_56,তুমি কেতিয়া খোৱা?,tumi ketiya khüwa?
6664,56,az,nə vaxt,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,vaxt haqqında soruşmaq üçün istifadə olunur,Very high,Img_56,Nə vaxt yeyirsən?,
6665,56,eu,noiz,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,denborari buruz galdetzeko erabiltzen da,Very high,Img_56,Noiz jaten duzu?,
6666,56,be,калі,,,kali,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,выкарыстоўваецца для пытання пра час,Very high,Img_56,Калі вы ясьце?,Kali vy yastsye?
6667,56,bn,কখন,,,kôkhôn,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,সময় সম্পর্কে জিজ্ঞাসা করতে ব্যবহৃত হয়,Very high,Img_56,তুমি কখন খাও?,tumi kôkhôn khao?
6668,56,bho,कब,,,kaba,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,समय के बारे में पूछे खातिर इस्तेमाल होला,Very high,Img_56,रउवा कब खात बानी?,rauā kaba khāta bānī?
6669,56,bs,kada,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,koristi se za postavljanje pitanja o vremenu,Very high,Img_56,Kada jedete?,
6670,56,bg,кога,,,koga,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,използва се за задаване на въпрос за време,Very high,Img_56,Кога ядете?,Koga yadete?
6671,56,my,ဘယ်အချိန်,,,bယ်achein,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,အချိန်နှင့်ပတ်သက်၍ မေးမြန်းရန် အသုံးပြုသည်,Very high,Img_56,ဘယ်အချိန် စားမလဲ။,bယ်achein sa: ma. le:.
6672,56,yue,幾時,,,gei2 si4,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,用嚟問時間,Very high,Img_56,你幾時食飯？,nei5 gei2 si4 sik6 faan6?
6673,56,ca,quan,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,s'utilitza per preguntar sobre el temps,Very high,Img_56,Quan menges?,
6674,56,ceb,kanus-a,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,gigamit sa pagpangutana mahitungod sa oras,Very high,Img_56,Kanus-a ka mokaon?,
6675,56,ny,liti,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,amagwiritsidwa ntchito pofunsa za nthawi,Very high,Img_56,Mumadya liti?,
6676,56,zh-CN,什么时候,,,shénme shíhou,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,用于询问时间,Very high,Img_56,你什么时候吃饭？,nǐ shénme shíhou chīfàn?
6677,56,zh-TW,什麼時候,,,shénme shíhòu,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,用於詢問時間,Very high,Img_56,你什麼時候吃飯？,nǐ shénme shíhòu chīfàn?
6678,56,hr,kada,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,koristi se za postavljanje pitanja o vremenu,Very high,Img_56,Kada jedeš?,
6679,56,cs,kdy,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,používá se k dotazu na čas,Very high,Img_56,Kdy jíš?,
6680,56,da,hvornår,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,bruges til at spørge om tid,Very high,Img_56,Hvornår spiser du?,
6681,56,nl,wanneer,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,gebruikt om naar tijd te vragen,Very high,Img_56,Wanneer eet jij?,
6682,56,en-GB,when,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,used to ask about time,Very high,Img_56,When do you eat?,
6683,56,en-US,when,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,used to ask about time,Very high,Img_56,When do you eat?,
6684,56,et,millal,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,kasutatakse aja kohta küsimiseks,Very high,Img_56,Millal sa sööd?,
6685,56,fil,kailan,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,ginagamit upang magtanong tungkol sa oras,Very high,Img_56,Kailan ka kumakain?,
6686,56,fi,milloin,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,käytetään kysymään ajasta,Very high,Img_56,Milloin sinä syöt?,
6687,56,fr,quand,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,utilisé pour poser une question sur le temps,Very high,Img_56,Quand manges-tu ?,
6688,56,fr-CA,quand,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,utilisé pour poser une question sur le temps,Very high,Img_56,Quand manges-tu?,
6689,56,ff,honnde tuma,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,huutore ngam naamndaade ko fayti e saha,Very high,Img_56,Honnde tuma ñaamataa?,
6690,56,gl,cando,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,usado para preguntar polo tempo,Very high,Img_56,Cando comes?,
6691,56,ka,როდის,,,rodis,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,გამოიყენება დროის შესახებ საკითხავად,Very high,Img_56,როდის ჭამთ?,rodis ch'amt?
6692,56,de,wann,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,wird verwendet um nach der Zeit zu fragen,Very high,Img_56,Wann isst du?,
6693,56,el,πότε,,,póte,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,χρησιμοποιείται για να ρωτήσετε για το χρόνο,Very high,Img_56,Πότε τρως;,Póte tros?
6694,56,gn,araka'e,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,ojepuru oñeporandu hag̃ua árare,Very high,Img_56,Araka'épa rekaru?,
6695,56,gu,ક્યારે,,,kyārē,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,સમય વિશે પૂછવા માટે વપરાય છે,Very high,Img_56,તમે ક્યારે જમો છો?,tamē kyārē jamō chō?
6696,56,ht,ki lè,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,itilize pou poze kesyon sou tan,Very high,Img_56,Ki lè ou manje?,
6697,56,ha,yaushe,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,ana amfani dashi wajen tambaya game da lokaci,Very high,Img_56,Yaushe kuke ci?,
6698,56,he,מתי,,,matay,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,משמש כדי לשאול על זמן,Very high,Img_56,מתי אתה אוכל?,matay ata okhel?
6699,56,hi,कब,,,kab,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,समय के बारे में पूछने के लिए उपयोग किया जाता है,Very high,Img_56,तुम कब खाते हो?,tum kab khātē hō?
6700,56,hmn,thaum twg,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,siv los nug txog lub sijhawm,Very high,Img_56,Koj noj mov thaum twg?,
6701,56,hu,mikor,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,időről való kérdezésre szolgál,Very high,Img_56,Mikor eszel?,
6702,56,is,hvenær,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,notað til að spyrja um tíma,Very high,Img_56,Hvenær borðar þú?,
6703,56,ig,kedu mgbe,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,eji ajụ banyere oge,Very high,Img_56,Kedu mgbe ị na-eri nri?,
6704,56,id,kapan,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,digunakan untuk menanyakan tentang waktu,Very high,Img_56,Kapan kamu makan?,
6705,56,ga,cathain,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,a úsáidtear chun ceist a chur faoi am,Very high,Img_56,Cathain a itheann tú?,
6706,56,xh,nini,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,isetyenziselwa ukubuza ngexesha,Very high,Img_56,Utya nini?,
6707,56,it,quando,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,usato per chiedere del tempo,Very high,Img_56,Quando mangi?,
6708,56,ja,いつ,,,itsu,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,時間について尋ねるために使われる,Very high,Img_56,あなたはいつ食べますか？,anata wa itsu tabemasu ka?
6709,56,jv,kapan,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,digunakake kanggo takon babagan wektu,Very high,Img_56,Kapan kowe mangan?,
6710,56,kn,ಯಾವಾಗ,,,yāvāga,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,ಸಮಯದ ಬಗ್ಗೆ ಕೇಳಲು ಬಳಸಲಾಗುತ್ತದೆ,Very high,Img_56,ನೀವು ಯಾವಾಗ ತಿನ್ನುತ್ತೀರಿ?,nīvu yāvāga tinnuttīri?
6711,56,ks,کَر,,,kar,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,وَقتَس مُتعلِق سَوال کَرنہٕ خٲطرٕ اِستِمال,Very high,Img_56,تۄہؠ کَر چھِو کھٮ۪وان؟,twhy kar chiw khyewān?
6712,56,kk,қашан,,,qaşan,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,уақыт туралы сұрау үшін қолданылады,Very high,Img_56,Сен қашан жейсің?,Sen qaşan jeisiñ?
6713,56,km,ពេលណា,,,pel-na,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,ប្រើដើម្បីសួរអំពីពេលវេលា,Very high,Img_56,តើអ្នកញ៉ាំពេលណា?,tae neak nyam pel-na?
6714,56,rw,ryari,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,kibaza igihe,Very high,Img_56,Urya ryari?,
6715,56,ko,언제,,,eonje,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,시간에 대해 물을 때 사용됨,Very high,Img_56,당신은 언제 먹습니까?,dangsineun eonje meokseumnikka?
6716,56,ku,kengî,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,ji bo pirskirina derbarê demê de tê bikar anîn,Very high,Img_56,Tu kengî dixwî?,
6717,56,ky,качан,,,qachan,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,убакыт жөнүндө суроо үчүн колдонулат,Very high,Img_56,Сиз качан жейсиз?,Siz qachan jeysiz?
6718,56,lo,ເມື່ອໃດ,,,mua dai,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,ໃຊ້ເພື່ອຖາມກ່ຽວກັບເວລາ,Very high,Img_56,ເຈົ້າກິນເຂົ້າເມື່ອໃດ?,chao kin khao mua dai?
6719,56,lv,kad,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,izmanto lai jautātu par laiku,Very high,Img_56,Kad tu ēd?,
6720,56,ln,ntango nini,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,esalelamaka mpo na kotuna mpo na ntango,Very high,Img_56,Olejaka ntango nini?,
6721,56,lt,kada,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,naudojamas klausti apie laiką,Very high,Img_56,Kada tu valgai?,
6722,56,lg,ddi,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,kikozesebwa okubuuza ekikwata ku budde,Very high,Img_56,Olya ddi?,
6723,56,lb,wéini,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,benotzt fir no der Zäit ze froen,Very high,Img_56,Wéini ëss du?,
6724,56,mk,кога,,,koga,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,се користи за да се праша за време,Very high,Img_56,Кога јадеш?,Koga jadesh?
6725,56,mad,bila,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,eangghuy kaangguy atanya bab bakto,Very high,Img_56,Bila ba'na ngakan?,
6726,56,mg,rahoviana,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,ampiasaina hanontaniana momba ny fotoana,Very high,Img_56,Rahoviana ianao no misakafo?,
6727,56,ms,bila,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,digunakan untuk bertanya tentang masa,Very high,Img_56,Bila awak makan?,
6728,56,ml,എപ്പോൾ,,,eppōḷ,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,സമയത്തെക്കുറിച്ച് ചോദിക്കാൻ ഉപയോഗിക്കുന്നു,Very high,Img_56,നിങ്ങൾ എപ്പോൾ ഭക്ഷണം കഴിക്കും?,niṅṅaḷ eppōḷ bhakṣaṇaṃ kaḻikkuṃ?
6729,56,mt,meta,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,użata biex tistaqsi dwar il-ħin,Very high,Img_56,Meta tiekol?,
6730,56,mr,केव्हा,,,kēvhā,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,वेळेबद्दल विचारण्यासाठी वापरले जाते,Very high,Img_56,तू केव्हा जेवतोस?,tū kēvhā jēvatōsa?
6731,56,mi,āhea,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,e whakamahia ana hei pātai mō te wā,Very high,Img_56,Ka kai koe āhea?,
6732,56,mn,хэзээ,,,khezee,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,цаг хугацааны талаар асуухад ашигладаг,Very high,Img_56,Чи хэзээ иддэг вэ?,Chi khezee iddeg ve?
6733,56,ne,कहिले,,,kahilē,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,समयको बारेमा सोध्न प्रयोग गरिन्छ,Very high,Img_56,तिमी कहिले खान्छौ?,timī kahilē khānchau?
6734,56,pcm,when,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,wey dem dey use ask wetin time,Very high,Img_56,When you dey chop?,
6735,56,nb-NO,når,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,brukes for å spørre om tid,Very high,Img_56,Når spiser du?,
6736,56,or,କେବେ,,,kēbē,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,ସମୟ ବିଷୟରେ ପଚାରିବା ପାଇଁ ବ୍ୟବହୃତ ହୁଏ,Very high,Img_56,ତୁମେ କେବେ ଖାଅ?,tumē kēbē khāô?
6737,56,ps,کله,,,kəla,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,د وخت په اړه پوښتنه کولو لپاره کارول کیږي,Very high,Img_56,ته کله خوری?,tə kəla xwrē?
6738,56,fa,چه زمانی,,,che zamānī,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,برای پرسیدن در مورد زمان استفاده می‌شود,Very high,Img_56,چه زمانی غذا می‌خوری؟,che zamānī ghazā mīkhorī?
6739,56,pl,kiedy,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,używane do pytania o czas,Very high,Img_56,Kiedy jesz?,
6740,56,pt-BR,quando,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,usado para perguntar sobre o tempo,Very high,Img_56,Quando você come?,
6741,56,pt-PT,quando,,,,adverb,function,Grammar Functions,Adverbs,Interrogative adverbs,usado para perguntar sobre o tempo,Very high,Img_56,Quando comes?,
