sentence_id,concept_id,concept_chapter,lang_code,level,category,sort_order,sentence,sentence_pronunciation,notes
1272,11,farewell_basic,ky,A0,ca1,5,Көрүшкөнчө,körüshkönchö,Негизги коштошуу сөзү.
1273,11,farewell_basic,lo,A0,ca1,5,ພົບກັນໃໝ່,phop kan mai,ການກ່າວລາພື້ນຖານ.
1274,11,farewell_basic,lv,A0,ca1,5,Tiksimies,,Pamata atvadīšanās izteiciens.
1275,11,farewell_basic,ln,A0,ca1,5,Tokomonana,,Maloba ya kokabwana.
1276,11,farewell_basic,lt,A0,ca1,5,Susitiksime,,Pagrindinis atsisveikinimo posakis.
1277,11,farewell_basic,lg,A0,ca1,5,Tulagane,,Okusiibula okusooka.
1278,11,farewell_basic,lb,A0,ca1,5,Bis dann,,Grondleeënd Abschid Ausdrock.
1279,11,farewell_basic,mk,A0,ca1,5,Се гледаме,se gledame,Основен израз за разделба.
1280,11,farewell_basic,mad,A0,ca1,5,Tangghi pole,,Oca'an papesa'an dhasar.
1281,11,farewell_basic,mg,A0,ca1,5,Mandra-pihaona,,Fiteny fanaovam-beloma fototra.
1282,11,farewell_basic,ms,A0,ca1,5,Jumpa lagi,,Ungkapan perpisahan asas.
1283,11,farewell_basic,ml,A0,ca1,5,കാണാം,kāṇāṁ,അടിസ്ഥാനപരമായ യാത്രാമൊഴി.
1284,11,farewell_basic,mt,A0,ca1,5,Narak,,Espressjoni ta' tislima bażika.
1285,11,farewell_basic,mr,A0,ca1,5,भेटूया,bhēṭūyā,मूलभूत निरोपाची अभिव्यक्ती.
1286,11,farewell_basic,mi,A0,ca1,5,Ka kite,,Kīwaha poroporoaki taketake.
1287,11,farewell_basic,mn,A0,ca1,5,Дараа уулзъя,daraa uulzya,Салах ёс гүйцэтгэх үндсэн хэллэг.
1288,11,farewell_basic,ne,A0,ca1,5,भेटौँला,bhēṭauṁlā,आधारभूत बिदाई अभिव्यक्ति।
1289,11,farewell_basic,pcm,A0,ca1,5,We go see,,Normal parting word.
1290,11,farewell_basic,nb-NO,A0,ca1,5,Vi ses,,Grunnleggende avskjedsuttrykk.
1291,11,farewell_basic,or,A0,ca1,5,ଦେଖା ହେବ,dēkhā hēba,ମୌଳିକ ବିଦାୟ ଅଭିବ୍ୟକ୍ତି।
1292,11,farewell_basic,ps,A0,ca1,5,بیا به سره ګورو,byā ba sara goro,د رخصتۍ بنسټیزه وینا.
1293,11,farewell_basic,fa,A0,ca1,5,می‌بینمت,mi-binamet,بیان خداحافظی اولیه.
1294,11,farewell_basic,pl,A0,ca1,5,Do zobaczenia,,Podstawowe wyrażenie pożegnalne.
1295,11,farewell_basic,pt-BR,A0,ca1,5,Até logo,,Expressão básica de despedida.
1296,11,farewell_basic,pt-PT,A0,ca1,5,Até logo,,Expressão básica de despedida.
1297,11,farewell_basic,pa,A0,ca1,5,ਫਿਰ ਮਿਲਾਂਗੇ,phira milāṅgē,ਮੂਲ ਵਿਦਾਇਗੀ ਪ੍ਰਗਟਾਵਾ।
1298,11,farewell_basic,qu,A0,ca1,5,Tupananchiskama,,Sapsi kacharpari rimay.
1299,11,farewell_basic,ro,A0,ca1,5,Ne vedem,,Expresie de bază de despărțire.
1300,11,farewell_basic,ru,A0,ca1,5,Увидимся,uvidimsya,Основное выражение прощания.
1301,11,farewell_basic,skr,A0,ca1,5,ول ملدے آں,wal milday ān,ودائی دا بنیادی اظہار۔
1302,11,farewell_basic,sr,A0,ca1,5,Видимо се,vidimo se,Основни израз при растанку.
1303,11,farewell_basic,st,A0,ca1,5,Re tla bonana,,Polelo ea motheo ea karohano.
1304,11,farewell_basic,sn,A0,ca1,5,Tichaonana,,Matauriro ekutanga ekuonekana.
1305,11,farewell_basic,sd,A0,ca1,5,ٻيهر ملنداسين,bbihar milandāsīn,بنيادي موڪلائڻ جو اظهار.
1306,11,farewell_basic,si,A0,ca1,5,පසුව හමුවෙමු,pasuva hamuvemu,මූලික වෙන්වීමේ ප්‍රකාශනය.
1307,11,farewell_basic,sk,A0,ca1,5,Uvidíme sa,,Základný výraz pre rozlúčenie.
1308,11,farewell_basic,sl,A0,ca1,5,Se vidimo,,Osnovni izraz ob slovesu.
1309,11,farewell_basic,so,A0,ca1,5,Waan is arki doonaa,,Erayada kala tagida aasaasiga ah.
1310,11,farewell_basic,es-MX,A0,ca1,5,Nos vemos,,Expresión básica de despedida.
1311,11,farewell_basic,es-ES,A0,ca1,5,Nos vemos,,Expresión básica de despedida.
1312,11,farewell_basic,su,A0,ca1,5,Pendak deui,,Pangucap pamitan dasar.
1313,11,farewell_basic,sw,A0,ca1,5,Tutaonana,,Maneno ya msingi ya kuagana.
1314,11,farewell_basic,sv,A0,ca1,5,Vi ses,,Grundläggande avskedsuttryck.
1315,11,farewell_basic,tg,A0,ca1,5,То дидор,to didor,Ифодаи асосии хайрухуш.
1316,11,farewell_basic,ta,A0,ca1,5,சந்திப்போம்,cantippōm,அடிப்படை பிரிவு வெளிப்பாடு.
1317,11,farewell_basic,tt,A0,ca1,5,Күрешербез,küreşerbez,Төп хушлашу сүзе.
1318,11,farewell_basic,te,A0,ca1,5,మళ్ళీ కలుద్దాం,maḷḷī kaluddāṁ,ప్రాథమిక వీడ్కోలు వ్యక్తీకరణ.
1319,11,farewell_basic,th,A0,ca1,5,แล้วเจอกัน,laew choe kan,สำนวนการจากลาพื้นฐาน.
1320,11,farewell_basic,ti,A0,ca1,5,የራኽበና,yerakhibena,መሰረታዊ ናይ ስንብት ኣገላለጻ።
1321,11,farewell_basic,tr,A0,ca1,5,Görüşürüz,,Temel ayrılık ifadesi.
1322,11,farewell_basic,tk,A0,ca1,5,Görüşeris,,Esasy hoşlaşyk aňlatmasy.
1323,11,farewell_basic,uk,A0,ca1,5,Побачимося,pobachymosya,Основний вираз прощання.
1324,11,farewell_basic,ur,A0,ca1,5,پھر ملیں گے,phir milēñ gē,بنیادی الوداعی اظہار۔
1325,11,farewell_basic,ug,A0,ca1,5,كۆرۈشەيلى,körüsheyli,ئاساسىي ئايرىلىش ئىپادىسى.
1326,11,farewell_basic,uz,A0,ca1,5,Ko'rishguncha,,Asosiy xayrlashuv ifodasi.
1327,11,farewell_basic,vi,A0,ca1,5,Hẹn gặp lại,,Biểu thức chia tay cơ bản.
1328,11,farewell_basic,cy,A0,ca1,5,Wela i chi,,Mynegiad gwahanu sylfaenol.
1329,11,farewell_basic,wo,A0,ca1,5,Ba beneen,,Kàddug tàggoo bu am solo.
1330,11,farewell_basic,yo,A0,ca1,5,A o ri ara wa,,Ọ̀rọ̀ ìdágbére ìpilẹ̀.
1331,11,farewell_basic,zu,A0,ca1,5,Sizobonana,,Isisho esiyisisekelo sokuhlukana.
1332,12,farewell_basic,om,A0,ca1,6,Booda wal argina,,Ibsa addaan bahiinsa yeroo biraa wal arguuf.
1333,12,farewell_basic,af,A0,ca1,6,Sien jou later,,Basiese afskeidsuitdrukking om weer te ontmoet.
1334,12,farewell_basic,ak,A0,ca1,6,Yɛbɛhyia akyire,,Nkra a yɛde kɔ sɛ yɛbɛsan ahyia.
1335,12,farewell_basic,sq,A0,ca1,6,Shihemi më vonë,,Shprehje bazë ndarjeje për t'u takuar sërish.
1336,12,farewell_basic,am,A0,ca1,6,በኋላ እንገናኛለን,behwala ingenagnalen,በድጋሚ ለመገናኘት የሚያገለግል የመለያየት አገላለጽ።
1337,12,farewell_basic,ar,A0,ca1,6,أراك لاحقاً,arak lahiqan,تعبير فراق أساسي للقاء مرة أخرى.
1338,12,farewell_basic,hy,A0,ca1,6,Կհանդիպենք ավելի ուշ,khandipenk aveli ush,Հիմնական բաժանման արտահայտություն կրկին հանդիպելու համար:
1339,12,farewell_basic,as,A0,ca1,6,পাছত লগ পাম,pasot log pam,আকৌ লগ পোৱাৰ বাবে সাধাৰণ বিদায়ৰ প্ৰকাশ।
1340,12,farewell_basic,az,A0,ca1,6,Sonra görüşərik,,Yenidən görüşmək üçün əsas ayrılıq ifadəsi.
1341,12,farewell_basic,eu,A0,ca1,6,Gero arte,,Berriro elkartzeko oinarrizko agurra.
1342,12,farewell_basic,be,A0,ca1,6,Пабачымся пазней,pabachymsia pazniej,Базавы выраз развітання для новай сустрэчы.
1343,12,farewell_basic,bn,A0,ca1,6,পরে দেখা হবে,pore dekha hobe,আবার দেখা করার জন্য সাধারণ বিদায় নেওয়ার প্রকাশ।
1344,12,farewell_basic,bho,A0,ca1,6,बाद में मिलल जाई,bād mēñ milal jāī,फिरी मिले खातिर मूल विदाई के अभिव्यक्ति।
1345,12,farewell_basic,bs,A0,ca1,6,Vidimo se kasnije,,Osnovni izraz pri rastanku za ponovni susret.
1346,12,farewell_basic,bg,A0,ca1,6,Ще се видим по-късно,shte se vidim po-kasno,Основен израз за раздяла за нова среща.
1347,12,farewell_basic,my,A0,ca1,6,နောက်မှတွေ့မယ်,nauk hma tway me,နောက်တစ်ကြိမ်ပြန်တွေ့ရန် အခြေခံ ခွဲခွာခြင်း အသုံးအနှုန်း။
1348,12,farewell_basic,yue,A0,ca1,6,遲啲見,ci4 di1 gin3,期望再見嘅基本道別用語。
1349,12,farewell_basic,ca,A0,ca1,6,Ens veiem més tard,,Expressió bàsica de comiat per tornar-se a veure.
1350,12,farewell_basic,ceb,A0,ca1,6,Magkita ta unya,,Batakang ekspresyon sa pagpanamilit aron magkita pag-usab.
1351,12,farewell_basic,ny,A0,ca1,6,Tionana nthawi ina,,Mawu otsanzikana kuti mukumanenso.
1352,12,farewell_basic,zh-CN,A0,ca1,6,回头见,huí tóu jiàn,期望再次见面的基本道别语。
1353,12,farewell_basic,zh-TW,A0,ca1,6,回頭見,huí tóu jiàn,期望再次見面的基本道別語。
1354,12,farewell_basic,hr,A0,ca1,6,Vidimo se kasnije,,Osnovni izraz pri rastanku za ponovni susret.
1355,12,farewell_basic,cs,A0,ca1,6,Uvidíme se později,,Základní výraz pro rozloučení před dalším setkáním.
1356,12,farewell_basic,da,A0,ca1,6,Vi ses senere,,Grundlæggende afskedsudtryk for at mødes igen.
1357,12,farewell_basic,nl,A0,ca1,6,Tot later,,Basis afscheidsuitdrukking om elkaar weer te zien.
1358,12,farewell_basic,en-GB,A0,ca1,6,See you later,,Basic parting expression for meeting again.
1359,12,farewell_basic,en-US,A0,ca1,6,See you later,,Basic parting expression for meeting again.
1360,12,farewell_basic,et,A0,ca1,6,Näeme hiljem,,Põhiline lahkumisväljend uuesti kohtumiseks.
1361,12,farewell_basic,fil,A0,ca1,6,Magkita tayo mamaya,,Batayang pagpapahayag ng pagpaalam para sa muling pagkikita.
1362,12,farewell_basic,fi,A0,ca1,6,Nähdään myöhemmin,,Perus eroväljendys uudelleennäkemistä varten.
1363,12,farewell_basic,fr,A0,ca1,6,À plus tard,,Expression de départ de base pour se revoir.
1364,12,farewell_basic,fr-CA,A0,ca1,6,À plus tard,,Expression de départ de base pour se revoir.
1365,12,farewell_basic,ff,A0,ca1,6,Maa en pottu,,Salminandu ceergal ngam fottude kadi.
1366,12,farewell_basic,gl,A0,ca1,6,Vémonos logo,,Expresión básica de despedida para volver a atoparse.
1367,12,farewell_basic,ka,A0,ca1,6,მოგვიანებით შეგხვდები,mogvianebit shegkhvdebi,ძირითადი დამშვიდობების გამოთქმა ხელახლა შეხვედრისთვის.
1368,12,farewell_basic,de,A0,ca1,6,Bis später,,Grundlegender Abschiedsausdruck für ein erneutes Treffen.
1369,12,farewell_basic,el,A0,ca1,6,Τα λέμε αργότερα,ta leme argotera,Βασική έκφραση αποχαιρετισμού για να ξανασυναντηθούμε.
1370,12,farewell_basic,gn,A0,ca1,6,Jajotopavéta,,Ñe'ẽ he'íva jajeheja hag̃ua jajotopa jey hag̃ua.
1371,12,farewell_basic,gu,A0,ca1,6,પછી મળીએ,pachī maḷīē,ફરી મળવા માટે વિદાય લેતી વખતની મૂળભૂત અભિવ્યક્તિ.
1372,12,farewell_basic,ht,A0,ca1,6,N a wè pita,,Ekspresyon debaz lè w ap kite pou w rankontre ankò.
1373,12,farewell_basic,ha,A0,ca1,6,Sai an jima,,Bayanin rabuwa na asali don sake haduwa.
1374,12,farewell_basic,he,A0,ca1,6,נתראה מאוחר יותר,nitra'eh me'uchar yoter,ביטוי פרידה בסיסי לפגישה חוזרת.
1375,12,farewell_basic,hi,A0,ca1,6,बाद में मिलते हैं,bād mēñ miltē haiñ,फिर से मिलने के लिए मूल विदाई अभिव्यक्ति।
1376,12,farewell_basic,hmn,A0,ca1,6,Mam sib ntsib dua,,Kev hais sib ntsib dua thaum sib cais kom ntsib dua.
1377,12,farewell_basic,hu,A0,ca1,6,Később találkozunk,,Alapvető elköszönési kifejezés újbóli találkozásra.
1378,12,farewell_basic,is,A0,ca1,6,Sjáumst seinna,,Grunnkveðja við brottför til að hittast aftur.
1379,12,farewell_basic,ig,A0,ca1,6,Ka emesia,,Okwu nkewa mbido maka ịhụkwa ọzọ.
1380,12,farewell_basic,id,A0,ca1,6,Sampai jumpa lagi,,Ungkapan perpisahan dasar untuk bertemu lagi.
1381,12,farewell_basic,ga,A0,ca1,6,Feicfidh mé níos déanaí thú,,Sloinneadh scartha bunúsach le haghaidh cruinniú arís.
1382,12,farewell_basic,xh,A0,ca1,6,Sobonana kamva,,Intetho yokuvalelisa esisiseko yokudibana kwakhona.
1383,12,farewell_basic,it,A0,ca1,6,A più tardi,,Espressione di commiato di base per rivedersi.
1384,12,farewell_basic,ja,A0,ca1,6,また後で,mata atode,再会するための基本的な別れの表現。
1385,12,farewell_basic,jv,A0,ca1,6,Ketemu maneh mengko,,Ukara pamitan dhasar kanggo ketemu maneh.
1386,12,farewell_basic,kn,A0,ca1,6,ಆಮೇಲೆ ಸಿಗೋಣ,āmēle sigōṇa,ಮತ್ತೆ ಭೇಟಿಯಾಗಲು ಮೂಲ ವಿದಾಯ ಅಭಿವ್ಯಕ್ತಿ.
1387,12,farewell_basic,ks,A0,ca1,6,پَتہٕ مِلاو,pata milaw,دُبارٕ مِلنَس خٲطرٕ بُنیٲدی رُخصَت وَنُن.
1388,12,farewell_basic,kk,A0,ca1,6,Кейін көріскенше,keyin köriskenşe,Қайта кездесуге арналған негізгі қоштасу сөзі.
1389,12,farewell_basic,km,A0,ca1,6,ជួបគ្នាពេលក្រោយ,chuob knea pel kraoy,ការបញ្ចេញមតិលាគ្នាជាមូលដ្ឋានសម្រាប់ការជួបគ្នាម្តងទៀត។
1390,12,farewell_basic,rw,A0,ca1,6,Tuzongera mu kanya,,Imvugo y'ibanze yo gusezera mbere yo kongera guhura.
1391,12,farewell_basic,ko,A0,ca1,6,나중에 봐요,najung-e bwayo,다시 만남을 기약하는 기본적인 작별 표현.
1392,12,farewell_basic,ku,A0,ca1,6,Em ê piştre hev bibînin,,Gotina xatirxwestinê ya bingehîn ji bo dîtina dîsa.
1393,12,farewell_basic,ky,A0,ca1,6,Кийинчерээк көрүшкөнчө,kiyinchereek körüshkönchö,Кайра көрүшүү үчүн негизги коштошуу сөзү.
1394,12,farewell_basic,lo,A0,ca1,6,ແລ້ວພົບກັນໃໝ່,laew phop kan mai,ການກ່າວລາພື້ນຖານເພື່ອພົບກັນໃໝ່.
1395,12,farewell_basic,lv,A0,ca1,6,Tiksimies vēlāk,,Pamata atvadīšanās izteiciens lai tiktos vēlreiz.
1396,12,farewell_basic,ln,A0,ca1,6,Tokomonana sima,,Maloba ya kokabwana mpo na kokutana lisusu.
1397,12,farewell_basic,lt,A0,ca1,6,Susitiksime vėliau,,Pagrindinis atsisveikinimo posakis susitinkant dar kartą.
1398,12,farewell_basic,lg,A0,ca1,6,Tujja kulaba,,Okusiibula okusooka ng'osuubira okumulabako nate.
1399,12,farewell_basic,lb,A0,ca1,6,Bis spéider,,Grondleeënd Abschid Ausdrock fir sech erëm ze gesinn.
1400,12,farewell_basic,mk,A0,ca1,6,Се гледаме подоцна,se gledame podocna,Основен израз за разделба за повторна средба.
1401,12,farewell_basic,mad,A0,ca1,6,Tangghi pole dhinggâl,,Oca'an papesa'an dhasar ka'angghuy tatemmo pole.
1402,12,farewell_basic,mg,A0,ca1,6,Mandra-pihaona indray,,Fiteny fanaovam-beloma fototra hihaonana indray.
1403,12,farewell_basic,ms,A0,ca1,6,Jumpa lagi nanti,,Ungkapan perpisahan asas untuk bertemu semula.
1404,12,farewell_basic,ml,A0,ca1,6,പിന്നീട് കാണാം,pinnīṭu kāṇāṁ,വീണ്ടും കാണാനുള്ള അടിസ്ഥാന യാത്രാമൊഴി.
1405,12,farewell_basic,mt,A0,ca1,6,Narak iktar tard,,Espressjoni ta' tislima bażika biex terġgħu tiltaqgħu.
1406,12,farewell_basic,mr,A0,ca1,6,नंतर भेटूया,nantar bhēṭūyā,पुन्हा भेटण्यासाठी मूलभूत निरोपाची अभिव्यक्ती.
1407,12,farewell_basic,mi,A0,ca1,6,Ka kite ākuanei,,Kīwaha poroporoaki taketake kia tūtaki anō.
1408,12,farewell_basic,mn,A0,ca1,6,Дараа уулзъя,daraa uulzya,Дахин уулзах зорилготой салах ёс гүйцэтгэх хэллэг.
1409,12,farewell_basic,ne,A0,ca1,6,पछि भेटौँला,pachi bhēṭauṁlā,फेरि भेट्नको लागि आधारभूत बिदाई अभिव्यक्ति।
1410,12,farewell_basic,pcm,A0,ca1,6,We go see later,,Normal parting word to see again.
1411,12,farewell_basic,nb-NO,A0,ca1,6,Vi ses senere,,Grunnleggende avskjedsuttrykk for å møtes igjen.
1412,12,farewell_basic,or,A0,ca1,6,ପରେ ଦେଖା ହେବ,parē dēkhā hēba,ପୁଣି ଭେଟିବା ପାଇଁ ମୌଳିକ ବିଦାୟ ଅଭିବ୍ୟକ୍ତି।
1413,12,farewell_basic,ps,A0,ca1,6,وروسته به سره وګورو,wrusta ba sara wuguro,د بیا لیدلو لپاره د رخصتۍ بنسټیزه وینا.
1414,12,farewell_basic,fa,A0,ca1,6,بعدا می‌بینمت,ba'dan mi-binamet,بیان خداحافظی اولیه برای ملاقات مجدد.
1415,12,farewell_basic,pl,A0,ca1,6,Do zobaczenia później,,Podstawowe wyrażenie pożegnalne przed ponownym spotkaniem.
1416,12,farewell_basic,pt-BR,A0,ca1,6,Até mais tarde,,Expressão básica de despedida para se encontrarem novamente.
1417,12,farewell_basic,pt-PT,A0,ca1,6,Até mais logo,,Expressão básica de despedida para se encontrarem novamente.
1418,12,farewell_basic,pa,A0,ca1,6,ਬਾਅਦ ਵਿੱਚ ਮਿਲਾਂਗੇ,bāada vica milāṅgē,ਦੁਬਾਰਾ ਮਿਲਣ ਲਈ ਮੂਲ ਵਿਦਾਇਗੀ ਪ੍ਰਗਟਾਵਾ।
1419,12,farewell_basic,qu,A0,ca1,6,Asllawan tupakusunchis,,Sapsi kacharpari rimay watiq tupanapaq.
1420,12,farewell_basic,ro,A0,ca1,6,Ne vedem mai târziu,,Expresie de bază de despărțire pentru a vă revedea.
1421,12,farewell_basic,ru,A0,ca1,6,Увидимся позже,uvidimsya pozzhe,Основное выражение прощания для новой встречи.
1422,12,farewell_basic,skr,A0,ca1,6,ول ملدے آں,wal milday ān,ول ملݨ کیتے ودائی دا بنیادی اظہار۔
1423,12,farewell_basic,sr,A0,ca1,6,Видимо се касније,vidimo se kasnije,Основни израз при растанку за поновни сусрет.
1424,12,farewell_basic,st,A0,ca1,6,Re tla bonana hape,,Polelo ea motheo ea karohano bakeng sa ho kopana hape.
1425,12,farewell_basic,sn,A0,ca1,6,Tichaonana zvakare,,Matauriro ekutanga ekuonekana kuti muonanizve.
1426,12,farewell_basic,sd,A0,ca1,6,پوءِ ملنداسين,pō'i milandāsīn,ٻيهر ملڻ لاءِ بنيادي موڪلائڻ جو اظهار.
1427,12,farewell_basic,si,A0,ca1,6,පසුව හමුවෙමු,pasuva hamuvemu,නැවත හමුවීම සඳහා මූලික වෙන්වීමේ ප්‍රකාශනය.
1428,12,farewell_basic,sk,A0,ca1,6,Uvidíme sa neskôr,,Základný výraz pre rozlúčenie pred ďalším stretnutím.
1429,12,farewell_basic,sl,A0,ca1,6,Se vidimo kasneje,,Osnovni izraz ob slovesu za ponovno srečanje.
1430,12,farewell_basic,so,A0,ca1,6,Dib baan isku arki doonaa,,Erayada kala tagida aasaasiga ah ee dib u kulanka.
1431,12,farewell_basic,es-MX,A0,ca1,6,Nos vemos luego,,Expresión básica de despedida para volver a verse.
1432,12,farewell_basic,es-ES,A0,ca1,6,Hasta luego,,Expresión básica de despedida para volver a verse.
1433,12,farewell_basic,su,A0,ca1,6,Pendak deui engké,,Pangucap pamitan dasar pikeun patepang deui.
1434,12,farewell_basic,sw,A0,ca1,6,Tutaonana baadaye,,Maneno ya msingi ya kuagana kwa ajili ya kukutana tena.
1435,12,farewell_basic,sv,A0,ca1,6,Vi ses senare,,Grundläggande avskedsuttryck för att mötas igen.
1436,12,farewell_basic,tg,A0,ca1,6,То дидори нав,to didori nav,Ифодаи асосии хайрухуш барои вохӯрии дубора.
1437,12,farewell_basic,ta,A0,ca1,6,பிறகு சந்திப்போம்,piṟaku cantippōm,மீண்டும் சந்திப்பதற்கான அடிப்படை பிரிவு வெளிப்பாடு.
1438,12,farewell_basic,tt,A0,ca1,6,Соңрак күрешербез,soñraq küreşerbez,Яңадан очрашу өчен төп хушлашу сүзе.
1439,12,farewell_basic,te,A0,ca1,6,తరువాత కలుద్దాం,taruvāta kaluddāṁ,మళ్ళీ కలవడానికి ప్రాథమిక వీడ్కోలు వ్యక్తీకరణ.
1440,12,farewell_basic,th,A0,ca1,6,แล้วเจอกันใหม่,laew choe kan mai,สำนวนการจากลาพื้นฐานเพื่อพบกันอีกครั้ง.
1441,12,farewell_basic,ti,A0,ca1,6,ጸኒሕና የራኽበና,tsenihna yerakhibena,ዳግማይ ንምርኻብ ዝጥቀሙሉ መሰረታዊ ናይ ስንብት ኣገላለጻ።
1442,12,farewell_basic,tr,A0,ca1,6,Sonra görüşürüz,,Tekrar buluşmak için temel ayrılık ifadesi.
1443,12,farewell_basic,tk,A0,ca1,6,Soňra görüşeris,,Täzeden duşuşmak üçin esasy hoşlaşyk aňlatmasy.
1444,12,farewell_basic,uk,A0,ca1,6,Побачимося пізніше,pobachymosya piznishe,Основний вираз прощання для нової зустрічі.
1445,12,farewell_basic,ur,A0,ca1,6,بعد میں ملتے ہیں,ba'ad mēñ miltē haiñ,دوبارہ ملنے کے لیے بنیادی الوداعی اظہار۔
1446,12,farewell_basic,ug,A0,ca1,6,كېيىن كۆرۈشەيلى,kéyin körüsheyli,قايتا كۆرۈشۈش ئۈچۈن ئاساسىي ئايرىلىش ئىپادىسى.
1447,12,farewell_basic,uz,A0,ca1,6,Keyinroq ko'rishguncha,,Qayta ko'rishish uchun asosiy xayrlashuv ifodasi.
1448,12,farewell_basic,vi,A0,ca1,6,Hẹn gặp lại sau,,Biểu thức chia tay cơ bản để gặp lại.
1449,12,farewell_basic,cy,A0,ca1,6,Wela i chi wedyn,,Mynegiad gwahanu sylfaenol ar gyfer cwrdd eto.
1450,12,farewell_basic,wo,A0,ca1,6,Ba ci kanam,,Kàddug tàggoo ngir dajeeti.
1451,12,farewell_basic,yo,A0,ca1,6,A o ri ara wa ni ìgbà miiran,,Ọ̀rọ̀ ìdágbére ìpilẹ̀ lati tun pade.
1452,12,farewell_basic,zu,A0,ca1,6,Sizobonana kamuva,,Isisho esiyisisekelo sokuhlukana ukuze niphinde nibonane.
1453,13,farewell_basic,om,A0,ca1,8,Dhiyootti wal argina,,Ibsa addaan bahiinsa yeroo dhiyootti wal arguuf.
1454,13,farewell_basic,af,A0,ca1,8,Sien jou binnekort,,Basiese afskeidsuitdrukking om gou weer te ontmoet.
1455,13,farewell_basic,ak,A0,ca1,8,Yɛbɛhyia ɛnkyɛ,,Nkra a yɛde kɔ sɛ yɛbɛsan ahyia nnansa yi ara.
1456,13,farewell_basic,sq,A0,ca1,8,Shihemi së shpejti,,Shprehje bazë ndarjeje për t'u takuar sërish së shpejti.
1457,13,farewell_basic,am,A0,ca1,8,በቅርቡ እንገናኛለን,beqirbu ingenagnalen,በቅርቡ በድጋሚ ለመገናኘት የሚያገለግል የመለያየት አገላለጽ።
1458,13,farewell_basic,ar,A0,ca1,8,أراك قريباً,arak qariban,تعبير فراق أساسي للقاء مرة أخرى قريباً.
1459,13,farewell_basic,hy,A0,ca1,8,Կհանդիպենք շուտով,khandipenk shutov,Հիմնական բաժանման արտահայտություն շուտով կրկին հանդիպելու համար:
1460,13,farewell_basic,as,A0,ca1,8,সোনকালেই লগ পাম,xonkalei log pam,সোনকালে আকৌ লগ পোৱাৰ বাবে সাধাৰণ বিদায়ৰ প্ৰকাশ।
1461,13,farewell_basic,az,A0,ca1,8,Tezliklə görüşərik,,Tezliklə yenidən görüşmək üçün əsas ayrılıq ifadəsi.
1462,13,farewell_basic,eu,A0,ca1,8,Laster arte,,Laster berriro elkartzeko oinarrizko agurra.
1463,13,farewell_basic,be,A0,ca1,8,Хутка пабачымся,khutka pabachymsia,Базавы выраз развітання для хуткай сустрэчы.
1464,13,farewell_basic,bn,A0,ca1,8,শীঘ্রই দেখা হবে,shighroi dekha hobe,শীঘ্রই আবার দেখা করার জন্য সাধারণ বিদায় নেওয়ার প্রকাশ।
1465,13,farewell_basic,bho,A0,ca1,8,जल्दीये मिलल जाई,jaldīyē milal jāī,जल्दी फिरी मिले खातिर मूल विदाई के अभिव्यक्ति।
1466,13,farewell_basic,bs,A0,ca1,8,Vidimo se uskoro,,Osnovni izraz pri rastanku za skori ponovni susret.
1467,13,farewell_basic,bg,A0,ca1,8,До скоро,do skoro,Основен израз за раздяла за скорошна нова среща.
1468,13,farewell_basic,my,A0,ca1,8,မကြာခင်တွေ့မယ်,ma-kya-khin tway me,မကြာမီ ပြန်တွေ့ရန် အခြေခံ ခွဲခွာခြင်း အသုံးအနှုန်း။
1469,13,farewell_basic,yue,A0,ca1,8,轉頭見,zyun3 tau4 gin3,好快再見嘅基本道別用語。
1470,13,farewell_basic,ca,A0,ca1,8,Fins aviat,,Expressió bàsica de comiat per tornar-se a veure aviat.
1471,13,farewell_basic,ceb,A0,ca1,8,Magkita ta puhon,,Batakang ekspresyon sa pagpanamilit aron magkita pag-usab sa dili madugay.
1472,13,farewell_basic,ny,A0,ca1,8,Tionana posachedwa,,Mawu otsanzikana kuti mukumanenso posachedwa.
1473,13,farewell_basic,zh-CN,A0,ca1,8,一会见,yī huì jiàn,期望很快再次见面的基本道别语。
1474,13,farewell_basic,zh-TW,A0,ca1,8,一會見,yī huì jiàn,期望很快再次見面的基本道別語。
1475,13,farewell_basic,hr,A0,ca1,8,Vidimo se uskoro,,Osnovni izraz pri rastanku za skori ponovni susret.
1476,13,farewell_basic,cs,A0,ca1,8,Brzy se uvidíme,,Základní výraz pro rozloučení před brzkým setkáním.
1477,13,farewell_basic,da,A0,ca1,8,Vi ses snart,,Grundlæggende afskedsudtryk for at mødes igen snart.
1478,13,farewell_basic,nl,A0,ca1,8,Tot snel,,Basis afscheidsuitdrukking om elkaar snel weer te zien.
1479,13,farewell_basic,en-GB,A0,ca1,8,See you soon,,Basic parting expression for meeting again soon.
1480,13,farewell_basic,en-US,A0,ca1,8,See you soon,,Basic parting expression for meeting again soon.
1481,13,farewell_basic,et,A0,ca1,8,Näeme varsti,,Põhiline lahkumisväljend peatselt uuesti kohtumiseks.
1482,13,farewell_basic,fil,A0,ca1,8,Magkita tayo sa lalong madaling panahon,,Batayang pagpapahayag ng pagpaalam para sa muling pagkikita sa lalong madaling panahon.
1483,13,farewell_basic,fi,A0,ca1,8,Nähdään pian,,Perus eroväljendys pian uudelleen tapaamista varten.
1484,13,farewell_basic,fr,A0,ca1,8,À bientôt,,Expression de départ de base pour se revoir bientôt.
1485,13,farewell_basic,fr-CA,A0,ca1,8,À bientôt,,Expression de départ de base pour se revoir bientôt.
